,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
0,1,Bitcoin,BTC,bitcoin,9764,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19170843.0,19170843.0,,1,,,,2022-10-06T08:48:00.000Z,20151.3983675641,36106249872.205925,6.0864,-0.24829926,0.00897687,4.06420583,0.89912241,-12.28734149,-7.02659946,386319294335.02765,40.0338,423179365718.85,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
1,1027,Ethereum,ETH,ethereum,6127,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122674645.499,122674645.499,,2,,,,2022-10-06T08:48:00.000Z,1358.7032529459866,11445356156.649334,25.1888,-0.46573049,0.93142507,2.71528845,-18.18831554,-19.19302425,10.10075012,166678439893.48703,17.2727,166678439893.49,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
2,825,Tether,USDT,tether,40518,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,68212574445.55758,70155449905.79822,,3,,,,2022-10-06T08:48:00.000Z,1.0001324294355125,45191488441.099785,5.9593,0.00184414,-0.00919886,0.01052073,0.01330204,0.00048301,0.06883901,68221607798.28626,7.0697,70164740552.43,,2022-10-06T08:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-10-06 08:51:34.407907+00:00,
3,1839,BNB,BNB,bnb,1121,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,4,,,,2022-10-06T08:48:00.000Z,294.33223655289373,668810357.937384,-12.0444,-0.10237512,0.29979981,4.95811343,4.71547764,-5.61712004,22.31481142,47486756895.93786,4.921,58866447310.58,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
4,3408,USD Coin,USDC,usd-coin,6444,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,46433644182.94838,46433644182.94838,,5,,,,2022-10-06T08:48:00.000Z,0.9999801448764347,3867255941.868658,4.3295,0.00356685,-0.00276586,-0.01154606,-0.0064049,0.00049945,-0.02453981,46432722237.20554,4.8118,46432722237.21,,2022-10-06T08:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-10-06 08:51:34.407907+00:00,
5,52,XRP,XRP,xrp,826,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49858575704.0,99989275183.0,,6,,,,2022-10-06T08:48:00.000Z,0.4929059357020228,2316209193.25328,-5.6824,-0.3562875,2.90667292,12.24237288,47.23478584,32.60644234,39.5540392,24575587910.15026,2.5467,49290593570.2,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
6,4687,Binance USD,BUSD,binance-usd,5234,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21042229623.12,21042229623.12,,7,,,,2022-10-06T08:48:00.000Z,0.999402543407331,6801881789.553921,3.2956,-0.03227305,-0.24091187,-0.0857216,-0.06164727,-0.07770032,-0.09082976,21029657804.307213,2.1788,21029657804.31,,2022-10-06T08:48:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-10-06 08:51:34.407907+00:00,
7,2010,Cardano,ADA,cardano,577,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34260404094.545,34988431994.953,,8,,,,2022-10-06T08:48:00.000Z,0.4315119289903991,450606710.8682508,4.1365,-0.25558923,0.51429434,-0.45182288,-14.39349265,-16.51750326,-8.79022781,14783773058.827679,1.532,19418036804.57,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
8,5426,Solana,SOL,solana,389,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,355222187.2000403,511616946.142289,,9,,,,2022-10-06T08:48:00.000Z,33.97783371024377,691342012.5818828,-1.7551,0.03889224,0.73535119,1.93369447,2.80638635,-14.64106252,-8.91746955,12069680406.872053,1.2512,17383635519.37,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
9,74,Dogecoin,DOGE,dogecoin,571,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-10-06T08:48:00.000Z,0.06499384030386242,532488278.5104098,-46.4747,-0.54456994,0.91546922,7.92099685,2.59811973,-5.10507414,-7.2432658,8622782467.898687,0.8939,8622782467.9,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
10,3890,Polygon,MATIC,polygon,496,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,11,,,,2022-10-06T08:48:00.000Z,0.8460245129953229,402507587.67849976,4.1966,0.19221355,1.80485359,14.27691481,-5.56719494,-6.65047798,47.93732562,7389446688.374471,0.7656,8460245129.95,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
11,6636,Polkadot,DOT,polkadot-new,418,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1123625168.699921,1239248839.0251007,,12,904869778.0,5830490654.60487,,2022-10-06T08:48:00.000Z,6.443458270306902,198861396.46802497,1.4521,-0.00351009,0.76551121,0.70969536,-15.22941949,-23.86981597,-9.65840326,7240031885.984493,0.7503,7985048180.78,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
12,4943,Dai,DAI,multi-collateral-dai,1409,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6786316897.774456,6786316897.774456,,13,,,,2022-10-06T08:48:00.000Z,0.9996046153111301,306303994.4545012,8.8732,0.00711681,-0.03141611,-0.02297531,-0.06157748,0.01136517,-0.03924894,6783633691.979257,0.703,6783633691.98,,2022-10-06T08:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-10-06 08:51:34.407907+00:00,
13,5994,Shiba Inu,SHIB,shiba-inu,429,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-10-06T08:48:00.000Z,1.1417235369250072e-05,234203868.09265554,-30.8275,-0.02378,0.21766461,3.2060215,-9.73781415,-4.32327119,3.98509097,6268784687.542931,0.6496,6733143647.66,,2022-10-06T08:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-10-06 08:51:34.407907+00:00,
14,1958,TRON,TRX,tron,688,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92336121345.4656,92336145060.91248,,15,71659659264.0,4471199304.310194,,2022-10-06T08:48:00.000Z,0.06239492833531252,299418783.32578635,-3.6155,-0.09425576,0.12763194,3.92463275,-1.72543836,-10.38834393,-9.26104875,5761305674.111048,0.597,5761307153.83,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
0,1,Bitcoin,BTC,bitcoin,9764,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19170843.0,19170843.0,,1,,,,2022-10-06T08:52:00.000Z,20151.69601781951,36100301558.329384,6.1605,-0.33512457,-0.01185061,4.1450704,0.91750544,-12.31806162,-6.73502847,386325000541.3431,40.0428,423185616374.21,,2022-10-06T08:52:00.000Z,,,,,,,2022-10-06 08:53:46.299571+00:00
1,1027,Ethereum,ETH,ethereum,6127,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122674645.499,122674645.499,,2,,,,2022-10-06T08:52:00.000Z,1358.9961798534337,11452807611.330776,25.4841,-0.51742825,0.95663508,2.75193142,-18.07597372,-19.22951572,10.74159655,166714374598.01523,17.2801,166714374598.02,,2022-10-06T08:52:00.000Z,,,,,,,2022-10-06 08:53:46.299571+00:00
2,825,Tether,USDT,tether,40519,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,68212574445.55758,70155449905.79822,,3,,,,2022-10-06T08:52:00.000Z,1.0001291200023297,45189570728.91937,6.0848,-0.00057584,-0.00905057,0.00977898,0.00973781,-0.00069156,0.06824115,68221382053.3289,7.0712,70164508377.65,,2022-10-06T08:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2022-10-06 08:53:46.299571+00:00
3,1839,BNB,BNB,bnb,1121,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,4,,,,2022-10-06T08:52:00.000Z,294.2436691080284,667945041.9025352,-10.8368,-0.25791027,0.21320011,4.96983285,4.74994207,-5.6579299,22.79114352,47472467666.96155,4.9206,58848733821.61,,2022-10-06T08:52:00.000Z,,,,,,,2022-10-06 08:53:46.299571+00:00
4,3408,USD Coin,USDC,usd-coin,6444,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,46433644182.94838,46433644182.94838,,5,,,,2022-10-06T08:52:00.000Z,0.9999492455788118,3863346358.686268,4.2633,-0.00166204,-0.01229186,0.00089985,-0.00325113,-0.0052127,-0.00309643,46431287470.21422,4.8126,46431287470.21,,2022-10-06T08:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2022-10-06 08:53:46.299571+00:00
5,52,XRP,XRP,xrp,826,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49858575704.0,99989275183.0,,6,,,,2022-10-06T08:52:00.000Z,0.49315893719531056,2314993369.1085577,-5.8351,-0.45343017,2.74415613,12.12522118,47.31164243,32.65154002,40.26409944,24588202204.256573,2.5486,49315893719.53,,2022-10-06T08:52:00.000Z,,,,,,,2022-10-06 08:53:46.299571+00:00
6,4687,Binance USD,BUSD,binance-usd,5234,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21042229623.12,21042229623.12,,7,,,,2022-10-06T08:52:00.000Z,1.0000401336333486,6787152466.482194,3.2193,0.0006581,-0.12224489,0.05012426,0.01149304,-0.01815133,-0.01621395,21043074124.24853,2.1815,21043074124.25,,2022-10-06T08:52:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,,2022-10-06 08:53:46.299571+00:00
7,2010,Cardano,ADA,cardano,577,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34260404094.545,34988431994.953,,8,,,,2022-10-06T08:52:00.000Z,0.43145861617340187,450414052.7039787,4.0515,-0.31965878,0.42218929,-0.43785985,-14.12252412,-16.51623663,-8.38462739,14781946540.173937,1.5322,19415637727.8,,2022-10-06T08:52:00.000Z,,,,,,,2022-10-06 08:53:46.299571+00:00
8,5426,Solana,SOL,solana,389,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,355222187.2000403,511616946.142289,,9,,,,2022-10-06T08:52:00.000Z,33.987891147326586,691852782.3113699,-1.6813,-0.03999365,0.67059123,2.02963171,2.9039384,-14.81126846,-8.50731989,12073253031.670237,1.2516,17388781074.61,,2022-10-06T08:52:00.000Z,,,,,,,2022-10-06 08:53:46.299571+00:00
9,74,Dogecoin,DOGE,dogecoin,571,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-10-06T08:52:00.000Z,0.06502685458937173,531919021.6403317,-46.5751,-0.48753545,0.88377905,7.98329514,2.78119579,-5.08617628,-6.76143908,8627162498.390022,0.8943,8627162498.39,,2022-10-06T08:52:00.000Z,,,,,,,2022-10-06 08:53:46.299571+00:00
10,3890,Polygon,MATIC,polygon,496,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,11,,,,2022-10-06T08:52:00.000Z,0.846177806001364,402675507.75274265,4.1447,0.02886704,1.6803574,14.32785159,-5.40075388,-6.6584223,48.95301198,7390785598.155974,0.7662,8461778060.01,,2022-10-06T08:52:00.000Z,,,,,,,2022-10-06 08:53:46.299571+00:00
11,6636,Polkadot,DOT,polkadot-new,418,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1123625168.699921,1239248839.0251007,,12,904869778.0,5833144026.79356,,2022-10-06T08:52:00.000Z,6.4463905952150835,199083538.00390327,1.6781,0.01189649,0.80099382,0.81400705,-15.10753668,-23.90149785,-9.14938137,7243326720.0541315,0.7508,7988682061.02,,2022-10-06T08:52:00.000Z,,,,,,,2022-10-06 08:53:46.299571+00:00
12,4943,Dai,DAI,multi-collateral-dai,1409,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6786316897.774456,6786316897.774456,,13,,,,2022-10-06T08:52:00.000Z,0.99955730008404,306478905.11024284,8.3345,-0.00012592,-0.04746215,-0.00223349,-0.03041903,0.00641197,-0.04560764,6783312595.854134,0.7031,6783312595.85,,2022-10-06T08:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,,2022-10-06 08:53:46.299571+00:00
13,5994,Shiba Inu,SHIB,shiba-inu,429,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-10-06T08:52:00.000Z,1.1415257660613469e-05,234085623.81716684,-30.919,-0.07510939,0.10086836,3.15089986,-9.62492658,-4.35641428,4.58187613,6267698800.354255,0.6497,6731977323.6,,2022-10-06T08:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,2022-10-06 08:53:46.299571+00:00
14,1958,TRON,TRX,tron,688,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,92336121345.4656,92336145060.91248,,15,71659659264.0,4471064888.177131,,2022-10-06T08:52:00.000Z,0.06239305257795554,298838868.19616425,-4.0984,-0.12549629,0.11098049,3.88007446,-1.67650219,-10.40015824,-8.98946542,5761132473.952119,0.5971,5761133953.63,,2022-10-06T08:52:00.000Z,,,,,,,2022-10-06 08:53:46.299571+00:00
0,1,Bitcoin,BTC,bitcoin,9764,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19170843.0,19170843.0,,1,,,,2022-10-06T08:48:00.000Z,20151.3983675641,36106249872.205925,6.0864,-0.24829926,0.00897687,4.06420583,0.89912241,-12.28734149,-7.02659946,386319294335.02765,40.0338,423179365718.85,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
1,1027,Ethereum,ETH,ethereum,6127,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122674645.499,122674645.499,,2,,,,2022-10-06T08:48:00.000Z,1358.7032529459866,11445356156.649334,25.1888,-0.46573049,0.93142507,2.71528845,-18.18831554,-19.19302425,10.10075012,166678439893.48703,17.2727,166678439893.49,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
2,825,Tether,USDT,tether,40518,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,68212574445.55758,70155449905.79822,,3,,,,2022-10-06T08:48:00.000Z,1.0001324294355125,45191488441.099785,5.9593,0.00184414,-0.00919886,0.01052073,0.01330204,0.00048301,0.06883901,68221607798.28626,7.0697,70164740552.43,,2022-10-06T08:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-10-06 08:51:34.407907+00:00,
3,1839,BNB,BNB,bnb,1121,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,4,,,,2022-10-06T08:48:00.000Z,294.33223655289373,668810357.937384,-12.0444,-0.10237512,0.29979981,4.95811343,4.71547764,-5.61712004,22.31481142,47486756895.93786,4.921,58866447310.58,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
4,3408,USD Coin,USDC,usd-coin,6444,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,46433644182.94838,46433644182.94838,,5,,,,2022-10-06T08:48:00.000Z,0.9999801448764347,3867255941.868658,4.3295,0.00356685,-0.00276586,-0.01154606,-0.0064049,0.00049945,-0.02453981,46432722237.20554,4.8118,46432722237.21,,2022-10-06T08:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-10-06 08:51:34.407907+00:00,
5,52,XRP,XRP,xrp,826,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49858575704.0,99989275183.0,,6,,,,2022-10-06T08:48:00.000Z,0.4929059357020228,2316209193.25328,-5.6824,-0.3562875,2.90667292,12.24237288,47.23478584,32.60644234,39.5540392,24575587910.15026,2.5467,49290593570.2,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
6,4687,Binance USD,BUSD,binance-usd,5234,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,21042229623.12,21042229623.12,,7,,,,2022-10-06T08:48:00.000Z,0.999402543407331,6801881789.553921,3.2956,-0.03227305,-0.24091187,-0.0857216,-0.06164727,-0.07770032,-0.09082976,21029657804.307213,2.1788,21029657804.31,,2022-10-06T08:48:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-10-06 08:51:34.407907+00:00,
7,2010,Cardano,ADA,cardano,577,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34260404094.545,34988431994.953,,8,,,,2022-10-06T08:48:00.000Z,0.4315119289903991,450606710.8682508,4.1365,-0.25558923,0.51429434,-0.45182288,-14.39349265,-16.51750326,-8.79022781,14783773058.827679,1.532,19418036804.57,,2022-10-06T08:48:00.000Z,,,,,,2022-10-06 08:51:34.407907+00:00,
